,Compound ID,SMILES,LogP,TPSA,N_RotatableBonds,AromaticBonds,HeavyAtomCount,RingCount,N_H_Donors,N_H_Acceptors,pLC50,pLC50_bin
304,compound-305,CCC(C)=O,0.9854,17.07,1,0,5,0,0,1,1.35,0.0
80,compound-81,CC1(C)OC[C@@H](CO)O1,0.1301999999999998,38.69,1,0,9,1,1,3,0.898,0.0
98,compound-99,CC(C)(C)O,0.7772,20.23,0,0,5,0,1,1,1.063,0.0
143,compound-144,CCOCC,1.0428000000000002,9.23,2,0,5,0,0,1,1.462,0.0
133,compound-134,CCCCO,0.7787999999999999,20.23,2,0,5,0,1,1,1.633,0.0
191,compound-192,C1COCCO1,0.0332,18.46,0,0,6,1,0,2,0.932,0.0
191,compound-192,C1COCCO1,0.0332,18.46,0,0,6,1,0,2,0.932,0.0
191,compound-192,C1COCCO1,0.0332,18.46,0,0,6,1,0,2,0.932,0.0
213,compound-214,C[C@@H](O)CC(C)(C)O,0.5282,40.46,2,0,8,0,2,2,1.043,0.0
133,compound-134,CCCCO,0.7787999999999999,20.23,2,0,5,0,1,1,1.633,0.0
213,compound-214,C[C@@H](O)CC(C)(C)O,0.5282,40.46,2,0,8,0,2,2,1.043,0.0
304,compound-305,CCC(C)=O,0.9854,17.07,1,0,5,0,0,1,1.35,0.0
213,compound-214,C[C@@H](O)CC(C)(C)O,0.5282,40.46,2,0,8,0,2,2,1.043,0.0
29,compound-30,CCCO,0.3887,20.23,1,0,4,0,1,1,1.121,0.0
133,compound-134,CCCCO,0.7787999999999999,20.23,2,0,5,0,1,1,1.633,0.0
93,compound-94,CC(C)O,0.3871,20.23,0,0,4,0,1,1,0.842,0.0
133,compound-134,CCCCO,0.7787999999999999,20.23,2,0,5,0,1,1,1.633,0.0
98,compound-99,CC(C)(C)O,0.7772,20.23,0,0,5,0,1,1,1.063,0.0
29,compound-30,CCCO,0.3887,20.23,1,0,4,0,1,1,1.121,0.0
191,compound-192,C1COCCO1,0.0332,18.46,0,0,6,1,0,2,0.932,0.0
98,compound-99,CC(C)(C)O,0.7772,20.23,0,0,5,0,1,1,1.063,0.0
98,compound-99,CC(C)(C)O,0.7772,20.23,0,0,5,0,1,1,1.063,0.0
304,compound-305,CCC(C)=O,0.9854,17.07,1,0,5,0,0,1,1.35,0.0
146,compound-147,C1OCOCO1,-0.0776999999999999,27.69,0,0,6,1,0,3,1.18,0.0
59,compound-60,CC#N,0.52988,23.79,0,0,3,0,0,1,1.398,0.0
29,compound-30,CCCO,0.3887,20.23,1,0,4,0,1,1,1.121,0.0
98,compound-99,CC(C)(C)O,0.7772,20.23,0,0,5,0,1,1,1.063,0.0
59,compound-60,CC#N,0.52988,23.79,0,0,3,0,0,1,1.398,0.0
59,compound-60,CC#N,0.52988,23.79,0,0,3,0,0,1,1.398,0.0
29,compound-30,CCCO,0.3887,20.23,1,0,4,0,1,1,1.121,0.0
146,compound-147,C1OCOCO1,-0.0776999999999999,27.69,0,0,6,1,0,3,1.18,0.0
